sentence	BitsPerSample	durationMsec	speaker_gender	mother_tongue	audio
kuli basankwa baseka seka mubusena bwakusobanina abbola yabo 	16	5626	Female	toi	221213-083947_toi_b9a_elicit_16.wav
bantu bakacili kumulanga wakabikka nkomeki atebule mpamunya nkulemyalemya kumakosi kuya anze 	16	11253	Female	toi	221228-162240_toi_b9a_elicit_27.wav
mootokala acisani sakali kwiile kwaalabana mumootokala 	16	6397	Female	toi	221228-150641_toi_b9a_elicit_40.wav
aboobo bana basimbi boonse bobile ba loti bakaminta kuzwa kuliwisaabo 	16	8394	Female	toi	220929-202615_toi_97d_elicit_7.wav
mwaalumi uula nvwi alimwi asikipa yacisikili sobanya ngoma 	16	5535	Female	toi	221212-132756_toi_b9a_elicit_13.wav
bana bali bone bachoja manchinga abo a kunyonena kazila 	16	5966	Female	toi	221210-143625_toi_b9a_elicit_23.wav
mwana musankwa uujisi zigilazi zyakudwaya zyamungunga waji uusmide sikipa yacikambwe alimwi abulukwe bwakoonena bwacikambwe uli mujulu ku n ganda 	16	14905	Female	toi	221213-103711_toi_b9a_elicit_9.wav
mulombwana ulakutondeka cimwi cintu ku musankwa mukati a bbuwa lya ndeke kakuboneke a ndeke musyule 	16	9642	Female	toi	221210-151712_toi_b9a_elicit_21.wav
masende lezya biyo naamba boobo ani walo waali kwaamba cimbi 	16	4378	Male	toi	220829-123454_toi_0ae_elicit_46.wav
mubelesi wa lwando wakaambila haamwaandwe kuti mweenzyina wakali kubala kuzyuli ndyaakali kubalila mazuba woonse 	16	16561	Male	toi	220907-203915_toi_97d_elicit_8.wav
mufubafuba ulabwanta akuseka buyo taakwe luumuno basikujaya bantu balasula uululeme 	16	13385	Male	toi	220916-164149_toi_97d_elicit_30.wav
kabunga ka bamalumi balakuzyana munzila kabasamide zisani zya nyanzabili alimwi a zituba omwe a kati kabo usamide cisani ca mungungawaji 	16	11502	Female	toi	221210-160825_toi_b9a_elicit_8.wav
pele baluleme bayoobona buwe bwabo koma mwana wako elyo uyookupa lulyokezyo 	16	14134	Male	toi	220916-164149_toi_97d_elicit_37.wav
nepenga buti ndati kolangilila biyo mulongaangu 	16	2586	Male	toi	220829-210132_toi_0ae_elicit_41.wav
kumatalikito aamwezi oyu bantu boonse babamba matalaabo kuti babike kabotu zyakulya zyabo kukati 	16	11956	Female	toi	220903-202609_toi_707_elicit_44.wav
naakasika akubuzya nkwaakaajana maila manji al boobu 	16	4265	Male	toi	220829-121443_toi_0ae_elicit_22.wav
nkabela wakaambila balanda bakwe kuti amuzulule kunembo lyangu alimwi amutalamukane itanga limwi atanganyina 	16	6511	Male	toi	221011-153723_toi_308_elicit_16.wav
nkamu yabantu bali mumabwato balazundana kutandila nkomwe 	16	4696	Female	toi	221212-122525_toi_b9a_elicit_24.wav
mwaalumi uusamide cisani cacikambwe uccovwa ncinga mumugwagwa mulaanfwu uutakwe bantu uula bwizu kulubazu lumwi 	16	10799	Female	toi	221213-091726_toi_b9a_elicit_10.wav
wakamubuzya kuti nduweni izina lyako wakati ndime jakobo 	16	9574	Male	toi	221011-153723_toi_308_elicit_30.wav
pele oyo uulyaambawida akuleka ulafwidwa luzyalo uli acoolwe muntu uuyoowa lyoonse 	16	12909	Male	toi	220916-164149_toi_97d_elicit_7.wav
yaandeene azimwi zintu zyaandecne zikonzya kucelesya muntu 	16	3176	Male	toi	220825-180654_toi_0ae_elicit_12.wav
wabona izaka elyo wakaseluka kuzwa kunkamele yakwe wabuzya mulanda kuti 	16	6329	Female	toi	221230-115905_toi_b9a_elicit_9.wav
ino kociswa nduwe ousyi naanga mbubo 	16	5558	Male	toi	220824-212101_toi_0ae_elicit_7.wav
mukaintu uula masusu aasiya wabika kuulu kwakwe acilyatilo camaulu mbuli mbwagwasya mukaintu umwi kubika luwenje munsingo 	16	10232	Female	toi	221212-120907_toi_b9a_elicit_6.wav
inga naakamukwanga mpoona mpaakakkede coonse cilongwe cabo nicakamana nkaambo taku mbwaakali 	16	8984	Female	toi	221228-104522_toi_b9a_elicit_47.wav
bantu bone bayindene indene balikkede acuuno camupaaka comwe mpoona umwi usobana gita 	16	9006	Female	toi	221205-155204_toi_b9a_elicit_23.wav
kayuni katuba akusiya kaimvwi mumaanza amuntu ujisi nseke zyamalangazuba 	16	6534	Female	toi	221230-121748_toi_b9a_elicit_41.wav
mpaawo moonga wakapiluka kumunzi akuusa walo milimo wakacaala kabeleka alusyomo 	16	7464	Female	toi	221203-172224_toi_ee8_elicit_3.wav
mwami kuti balo bakaunkide biyo kukusonda kakunyinacimbi ncibakajisi mumyoyo 	16	7418	Female	toi	221228-144729_toi_b9a_elicit_9.wav
lino mumuni leza wakauulika kuti ndisikati awalo mudima wakauulika kuti masiku 	16	7645	Female	toi	221228-191455_toi_b9a_elicit_12.wav
nkabela naakabona kuti tamuzundi wakaampa intelebelo yacibelo cakwe aboobo intelebelo yacibelo ca jakobo yakakwiduka mukusinana kwabo 	16	13612	Male	toi	221011-153723_toi_308_elicit_28.wav
ngozyi kuti ulalula mudaala wakali kuya bucimwa ono mukaintu wako naakafwa haatimba tonookasalazigwa 	16	10890	Female	toi	221228-125403_toi_b9a_elicit_0.wav
zimwi ziindi wakali kulimvwa kutyompokelwa alimwi akuyanda kucileka pele wakaayeeyela makani ngaakajana mubbuku lyakwe mumakwiisyilili 	16	12523	Female	toi	221228-192202_toi_b9a_elicit_32.wav
muyaki usamide buluke bwa jini uliimvwi uluubilili kajisilidi acibulo acifwanikiso cadolopo 	16	10118	Female	toi	221214-095051_toi_b9a_elicit_23.wav
amane waunka kuya kulanga cigutumya ani kuti ncigwebenga 	16	5921	Female	toi	221228-151724_toi_b9a_elicit_34.wav
kusikila limwi haatwakwe akawite muya wako kukupegwa cisubulo cimbi ncoelede 	16	15881	Male	toi	220912-160501_toi_97d_elicit_18.wav
tee sikale wakati kazyula nkumba muyoba wakabuzya mutelampondo 	16	5898	Female	toi	221228-151724_toi_b9a_elicit_22.wav
makani aaya nkaambo wakazyi mbuli moyo wamusankwa wakali kuyanda kukwata mwanaakwe mbuwakabede 	16	7986	Female	toi	221228-100948_toi_b9a_elicit_1.wav
mwana musankwa uwida mukazyiba kumwi mwaalumi a musimbi kabalangilizya 	16	6534	Female	toi	221230-120719_toi_b9a_elicit_11.wav
gwayi wabuka haamwaandwe wakaanzya lwando lumwemwe kumakosi amane wakazumanana 	16	10958	Male	toi	220907-203915_toi_97d_elicit_15.wav
naakaa ngululwa bakamubuzya mbuli mbwaakacibona ndakamvwa ukonkomona acijazyo 	16	11116	Male	toi	220907-201714_toi_97d_elicit_7.wav
mwaalumi uusamide jansi yacipaya iijisi nsingo wamyoonta nsingo yamukaintu uusamide campeyo camubala wacisikili uusamide citambala cituba 	16	12795	Female	toi	221212-093156_toi_b9a_elicit_18.wav
oyu mwezi ngwa milimo kwiina zintu zibotelesya zicitika pe pesi milimo yalo 	16	7554	Female	toi	220904-001239_toi_707_elicit_32.wav
bankala bobile batija kuzya mukazila katali a nyanzabili akusiya munkala omwe kusyule 	16	9324	Female	toi	221207-171156_toi_b9a_elicit_25.wav
mwalumi watondezya bumwi kubusyu bwakwe kajisi mwana a chamba cakwe 	16	7146	Female	toi	221210-144827_toi_b9a_elicit_20.wav
mukaintu usamide cisani ca sikkaka a musinsi u siya ulikkede a cuuno ca cikambwe a nyenyezi zitubakumbele a mupanda wa matina 	16	13113	Female	toi	221207-215437_toi_b9a_elicit_16.wav
nkabela bweeme bwako tabukooyoomana mbuli micelo yangolida mucisuwo cansiliva 	16	12909	Male	toi	220916-181440_toi_97d_elicit_22.wav
muma nyuzipepa tulabala bweende bwacisi cesu tulamvwa bantu 	16	5354	Female	toi	220912-161719_toi_707_elicit_22.wav
wakabweza nkomeki akutila mukati amane waunka wakkala amupando 	16	5762	Female	toi	221228-175149_toi_b9a_elicit_0.wav
limwi zintu zyoonse nzyotuyeeya katutana unka 	16	3448	Male	toi	220825-180654_toi_0ae_elicit_7.wav
zeeluka wakali muntu wakali kuluulwa kukama 	16	4628	Female	toi	220912-161719_toi_707_elicit_8.wav
ndabonwa wakavwiila mutelampondo kumwi kakkala acuuno cakali kumpela aatebule lyokwa haamwaandwe 	16	13362	Male	toi	220912-174208_toi_97d_elicit_36.wav
basamide zi sani zya cikambwe a kutuba a ntambo mumusana zya mungungawaji kumbele a ngoma zinji zibikidwe a ngowani mbili isamide mukaintu 	16	12001	Female	toi	221210-174315_toi_b9a_elicit_6.wav
njoobuyandaula muntu umwi aumwi kumaanza aamweenzinyina njooyandaula buumi 	16	10164	Female	toi	220904-190848_toi_0ae_elicit_30.wav
kwaamba masimpe kwiina nitwalibambide kuti catusinikizya kuti inga tusike kuno 	16	8349	Female	toi	221228-182130_toi_b9a_elicit_18.wav
bapati balatalika kubika matuvu aamusamu wiitwa kuti kamaumba munsuwa zyabo 	16	7804	Female	toi	220828-202103_toi_707_elicit_38.wav
muzyali mupati uusalala uleenda amwanaakwe musankwa ujisi nketani ykucibbeke ciboneka mbuli mubwa 	16	9438	Female	toi	221212-093944_toi_b9a_elicit_12.wav
basimbi bobilo balangula njili a mushele umwi wainka kulanga mwenzinyina nchali kutondeka a limwi ulakulangisisya 	16	10890	Female	toi	221210-172122_toi_b9a_elicit_19.wav
mulaini wa maulu a samide ma jombo a kana kasankwa kakkede a mamanino a maulu 	16	8666	Female	toi	221210-165135_toi_b9a_elicit_5.wav
ono mbwaakabukila umwi muntu munkamu yesu ategwa 	16	4832	Male	toi	220829-123454_toi_0ae_elicit_37.wav
wakati kondipa cinamatizyo cako antambo yako amusako uuli mujanza lyako 	16	9801	Male	toi	221011-174142_toi_308_elicit_16.wav
ndisicinswe aboobo ndayuba wakati ino ngwani wakakulwiida kuti uli sicinswe sa walya 	16	12251	Female	toi	221228-193637_toi_b9a_elicit_49.wav
lino simalelo wakwe naakamvwa majwi aamukaakwe ngaakamwaambila aakuti mbuboobo mulanda wako mbwandicitila bukali bwakwe bwakabuka 	16	16720	Male	toi	221011-180320_toi_308_elicit_6.wav
ulandinamatila nkaambo ndamuzyalila bana balombe botatwe aboobo wakamuulika izina lya levi 	16	8916	Female	toi	221229-141356_toi_b9a_elicit_1.wav
ani alakwe mwana oyo mbobwakali bulizyi bwakwe muciba cabo 	16	4900	Male	toi	220825-172540_toi_0ae_elicit_45.wav
mukaintu watola cibbubbu mukaanda kajisi nkendulu zyotatwe mbuli umbi mukaintu ujisi gilazi yawaini mbwaanyamuna kuboko 	16	10821	Female	toi	221205-133657_toi_b9a_elicit_44.wav
kujana kacelo kaligwa uya kuti pe ootu ntolele twana twangu kumunzi 	16	5308	Male	toi	220824-212101_toi_0ae_elicit_29.wav
bulilu bwazisyu buli antoomwe aluyando mbubotu kwiinda musune uuyokedwe alusulo 	16	9233	Female	toi	221213-153842_toi_b9a_elicit_48.wav
mbwabede sikutapatila musongo kukutwi kuswiilila mbuli caanda citontola kuciindi cakutebula 	16	14678	Male	toi	220916-181440_toi_97d_elicit_24.wav
njeeyi mizukulu ya nowa nowa kali muntu uululeme katajisi kampenda akati 	16	10390	Female	toi	220904-182522_toi_0ae_elicit_18.wav
aboobo cakatalika kuyandaula bwina mocakali kukonzya kunjila 	16	4923	Female	toi	220906-211510_toi_707_elicit_32.wav
wakabuzya muntu wakabbede ntobolo nsezyi wakavwiila mubelesi bandilela mbabazyi 	16	8190	Female	toi	221228-184203_toi_b9a_elicit_9.wav
bamane buyo kulibanda baiombwana aba kwakalunda biyo kasuko kunsi amatende kuya kooko nkobakali kuyooswaya 	16	8916	Female	toi	220906-213431_toi_707_elicit_3.wav
mulombwana unyina munzi uloona kakuli mutwe ubikkide abbwe 	16	5422	Female	toi	221207-165029_toi_b9a_elicit_1.wav
tituntwi matuntwa tuntwa doono nombe zyasika masikati 	16	3856	Male	toi	220829-115108_toi_0ae_elicit_12.wav
elyo wakati undileke njiinke nkaambo bwaamba kuca pele wakavuwa kuti nsikookuleka pe cita utaangune kundilongezya 	16	7577	Male	toi	221011-153723_toi_308_elicit_29.wav
mwana musankwa uuli acimpeelwa canyanzabili ulampeeluka mumuuya munsi munsi a mukalila banyama 	16	7895	Female	toi	221212-125046_toi_b9a_elicit_3.wav
sulwe wakabuzya yooyo wakaleta nsima akuti ina nguni ulaacakulya eci 	16	6307	Female	toi	220906-213431_toi_707_elicit_14.wav
nkamu yabantu mpati babungana mumugwagwa kumushika kobasambala maluba 	16	7441	Female	toi	221213-082737_toi_b9a_elicit_25.wav
kuyanda kumukwata inga ndati ndausa musimbi wakayanda ncaakayanda 	16	5921	Female	toi	221228-124509_toi_b9a_elicit_11.wav
mukaintu amwana mushonto balikkede kunkomwe ya kalonga 	16	4605	Female	toi	221213-095629_toi_b9a_elicit_19.wav
koamba omukalima waakuleta akutyani sunu 	16	3924	Male	toi	220824-212101_toi_0ae_elicit_46.wav
ncobeni uleelede kuziba imbelele zyako mbozibede akubika moyo wako kumatanga aako 	16	16607	Male	toi	220912-191425_toi_97d_elicit_40.wav
bumwi buzuba uya kupenga cibi 	16	1905	Male	toi	220825-172540_toi_0ae_elicit_27.wav
ndaamulimo aboobo utandicelesyi ndiyanda kubeleka mupulisa wakalanga haamwaandwe cakunyandwa amane wakati mbubo 	16	16289	Male	toi	220912-171124_toi_97d_elicit_38.wav
pesi nokuba boobo sikusela taali kutyo mpwa pe 	16	2881	Male	toi	220824-212101_toi_0ae_elicit_43.wav
pele naakapilusya ijanza lyakwe mweenzinyina wakazwa elyo wakati ma wapola buti yebo nciceeco izina lyakwe ncaakaulikwa kuti ngu perezi 	16	15109	Male	toi	221011-174142_toi_308_elicit_31.wav
ulawisya buyumu bwang anda njebakali kusyoma uubamba kabotu mulomo wakwe alulimi lwakwe 	16	8349	Female	toi	221214-084847_toi_b9a_elicit_26.wav
mulombwana uli aamasusu mabotu usamide cibaki cacikambwe amubala wa mungunga waji wiile kumwetamweta kumwi kali kumbele a kasabwe 	16	10731	Female	toi	221230-143938_toi_b9a_elicit_14.wav
kuti koyeeya kuti wakayabayizya kalinda ino iwe uyeeya 	16	5717	Female	toi	221228-175149_toi_b9a_elicit_35.wav
kamboni sikubeja ulanyonyooka pele majwi aamuntu uuswiilila alakalilila 	16	12342	Male	toi	220916-174104_toi_97d_elicit_7.wav
kubusyu bwanu boonse biyo abauka bayavula ansi answi zyamulwizi baabwa mumaanza 	16	10368	Female	toi	220904-190848_toi_0ae_elicit_26.wav
muntu usamide chi pompo chamusho wa mukuba uli mu buwa lyakusobanina skateboard 	16	7895	Female	toi	221207-174147_toi_b9a_elicit_8.wav
ndasoleka kubuzya bama nene banji pesi kwiina uwakakonzya kundipa matalikilo mabotu pe 	16	8144	Female	toi	220903-234119_toi_707_elicit_42.wav
elyo inzala niyakaba koonse koonse kunyika josefa wakajalula mavuko oonse waabila ba egepita zilyo inzala yakakataazya loko munyika yaegepita 	16	13408	Female	toi	221230-203112_toi_b9a_elicit_8.wav
ino nkokutyani oko sulwe wakabuzya suntwe 	16	3380	Female	toi	220906-213431_toi_707_elicit_1.wav
musankwa mukubusyi ujisi cipulanga acibelesyo cakukosozya mapulanga kumwi kalumide musanga watombwe kumulomo 	16	8961	Female	toi	221230-120719_toi_b9a_elicit_47.wav
utaleyi nekuba kululyo nekuba kulumwensi leesya maulu aako kububi 	16	7260	Female	toi	221213-115557_toi_b9a_elicit_20.wav
waamba aanga kuli uulindilila kufwa wakavwilla lwado kumwi kalibamba kukkala 	16	8916	Female	toi	221228-150641_toi_b9a_elicit_26.wav
mumumuni wabusyu bwamwami momuli buumi kubotelwa kwakwe kuli mbuli mayoba aaleta imvula 	16	8734	Female	toi	221214-080256_toi_b9a_elicit_29.wav
ono banywe boobo bukoko ooyo musankwa bakatalika 	16	4129	Male	toi	220829-205441_toi_0ae_elicit_25.wav
uya kucijana mbubwena mbuli mboocibika 	16	3698	Female	toi	221204-154324_toi_ee8_elicit_11.wav
kanunga kabamalumi badekede balakulya akantini 	16	5354	Female	toi	221207-181110_toi_b9a_elicit_1.wav
cimwi cindi mwanaako ulilomenye kapati cimwi ciindi talomenye ulabba antela mundwani lyoonse 	16	8485	Male	toi	220824-212101_toi_0ae_elicit_14.wav
waalumi muchembele wabika sookesi kukuulu kumwi kakkede mumuseenga 	16	7260	Female	toi	221212-085950_toi_b9a_elicit_25.wav
mukaintu uusamide sikipa iisiya abulukwe bwa cikambwe usobanya tubwa tobilo amanza aakwe 	16	6579	Female	toi	221212-093156_toi_b9a_elicit_2.wav
takabooli mpamunya mpaankaambo mbila pe 	16	2609	Male	toi	220825-180654_toi_0ae_elicit_3.wav
wandinyonganizizya buzumi lwando tandeelede kupona atalaanyika mbul mboteelede kupona 	16	13136	Male	toi	220912-160501_toi_97d_elicit_15.wav
cakwaamba kuti ma ngwani jehova alimwi ntapengi mubucete akubba 	16	9415	Male	toi	220916-171743_toi_97d_elicit_7.wav
wakabalisya mootokala kutegwa akajanike walibambila natana sika kwakwe mutelampondo 	16	12183	Male	toi	220912-165131_toi_97d_elicit_20.wav
mwaalumi alimwi amukaintu basamide zisani zyaciindi cakupya baleenda cakuselemuka mumugwagwa wamushika 	16	8689	Female	toi	221213-103202_toi_b9a_elicit_0.wav
mung anga uuli woonse nkobakamutola kwategwa namoonga wakala cibinde 	16	6397	Female	toi	221228-124509_toi_b9a_elicit_32.wav
mwana musimbi ulasotoka kuzwa acibumbili casamende kumwi maanza amaulu kaali mujulu atalaa mutwe wakwe 	16	9097	Female	toi	221205-204405_toi_b9a_elicit_22.wav
akaambo kamunyono tobantu basiya cilatwaalila kuvwuba 	16	5762	Female	toi	221228-102126_toi_b9a_elicit_32.wav
mulombwana ulazyana antoomwe acidooli kacisamide muvweleende usubila amabbusu acikaintu malanfwu 	16	9755	Female	toi	221207-165029_toi_b9a_elicit_15.wav
mwalumi amukaintu uubikkide kabbeeke agwezyo baleenda akati kambunga 	16	7759	Female	toi	221205-210659_toi_b9a_elicit_20.wav
kwaamba boobo mudaala wakazwa waunka caalama wakasintama akutalika kulila 	16	8916	Female	toi	221228-100948_toi_b9a_elicit_38.wav
cakacaalila bapati kuti bakaakumucite mbobayanda mucele wakasoka wamunyonganyizizya buumi bwakwe 	16	11502	Female	toi	221228-183113_toi_b9a_elicit_34.wav
amane wakati ndiyeeya kuti badaala kuli cakabapa kuti baambe boobo 	16	5626	Female	toi	221228-182130_toi_b9a_elicit_45.wav
mufubafuba tabotelwi kumvwisya ulayanda kuyubununa miyeeyo yamoyo wakwe buyo 	16	7260	Female	toi	221214-081355_toi_b9a_elicit_27.wav
mubwa uusiya uimvwi mubusena meenda nkwali mafwaafwi ankomwe yamabwe 	16	5966	Female	toi	221212-132317_toi_b9a_elicit_2.wav
pele imbono zyabasizibi zilayobwedwa baluleme bulilu bunji mobuli munyika yabacete 	16	10164	Female	toi	221213-153046_toi_b9a_elicit_46.wav
busongo bubotu bulaleta coolwe pele inzila yabasikweena ilatola kulunyonyooko 	16	8280	Female	toi	221213-153046_toi_b9a_elicit_39.wav
wakamywa muntu uuzya mukupa uuma kalangu kutegwa bayanda kuula baunke 	16	7078	Female	toi	221228-131959_toi_b9a_elicit_1.wav
mukaintu usamide cisani ca nkwiki nkwiki ulakwenda a mwalumi utozya bbazu limbi musyule lyakwe 	16	9506	Female	toi	221207-213049_toi_b9a_elicit_20.wav
mbuli mubwa uuboola kubulusi bwakwe mbwabede mufubafuba uuindulula bufubafuba bwakwe 	16	13272	Male	toi	220912-191425_toi_97d_elicit_5.wav
mbwaakasikilankokakala wakakaita 	16	2291	Male	toi	220829-121443_toi_0ae_elicit_37.wav
mudaala uusamide sikipa iisiya iilembedwe njisi nyimbo alimwi anzyeete yabasin gombe usobanya bbanjo 	16	8870	Female	toi	221213-103711_toi_b9a_elicit_24.wav
nkaambo kubona busyu bwako kuli mbubonya mbuli kubona busyu bwa leza wanditambula kabotu 	16	7713	Male	toi	221011-160540_toi_308_elicit_0.wav
lino na mwatola oyu alakwe kuzwa kulindime alimwi bubi bwamujana muyooselusya imvwi zyangu abuusu mukabanda 	16	12999	Female	toi	221230-161409_toi_b9a_elicit_33.wav
kuli mwana musimbi ulaa masusu mabotu uusamide nkausu yamubala wanyanzabili asikipa isubila ulasobana mulubuwa lusobanina 	16	13340	Female	toi	221205-160542_toi_b9a_elicit_16.wav
lwando kakasaanguna kumumwangula katobolo naya kulileka ansi mbuli citende maanza kalijatilila mpoyakanjila nkulu 	16	19057	Male	toi	220912-160501_toi_97d_elicit_48.wav
bantu beenda kwinda mucibwe abusena aagumanina nzila munsi munsi an ganda iijisi mabala aanyanzabili alimwi aatuba abambidwe kabotu 	16	12478	Female	toi	221213-082737_toi_b9a_elicit_12.wav
bumwi buzuba sulwe wakaunka kuyoos waya mweenzinyina ciindi camasiku 	16	5354	Female	toi	220906-213431_toi_707_elicit_18.wav
bantu balibunga kuswilila basikwimba kabauma tunamondonga tusiyene siyene 	16	6602	Female	toi	221210-144827_toi_b9a_elicit_44.wav
mwana uli mu jansi lyamungunga waji ulanga nchajisi mumaanza nchabweza akati kama boxe azintu abikidwe atebule kumbele lyakwe 	16	14429	Female	toi	221207-211353_toi_b9a_elicit_34.wav
umvwa nzi atwaambo ootu 	16	2767	Female	toi	221205-183240_toi_ee8_elicit_30.wav
kana kasimbi kasamide cisani ca nkwiki kwiki walakama mulaka wakwe anze 	16	6420	Female	toi	221210-174855_toi_b9a_elicit_16.wav
ni mbona busiku bakoofwaala balanzya bbayibayi bamwi matriinga akasinka kale 	16	7554	Female	toi	220907-085934_toi_707_elicit_19.wav
kabunga ka bantu balikede muzyuno zyakupeta mu kasena kasyonto munsi a ma ambulela obilo a myota mishonto kaipaking idwe mulubwa 	16	12251	Female	toi	221207-182835_toi_b9a_elicit_38.wav
bantu banji banji bamikana anze mukazila elyo mudala umwi usamide cisani ca myengo uli a kwenda kunembo lyabo 	16	9574	Female	toi	221210-173239_toi_b9a_elicit_9.wav
ukaselele mwanaangu nkuko mpoonya awo ndakaambila simalelaangu kuti 	16	5830	Female	toi	221228-203310_toi_b9a_elicit_20.wav
lino labani wakaampaampa moonse mucilao pele taakwe ncaakajana nee 	16	8598	Male	toi	221011-123458_toi_308_elicit_8.wav
lino jakobo wakaimikizya malende atala lyakabanda kakwe ngengao malende aakabanda ka rakele mbwaacibede asunu 	16	17560	Male	toi	221011-163041_toi_308_elicit_25.wav
lino yebo wakatwaambila tobalanda bako kuti amumulete kulindime nkamu bone 	16	6602	Female	toi	221230-161409_toi_b9a_elicit_25.wav
ino kayi haamwaandwe uulya uukusinkilide bakabuzya bausyi 	16	7691	Female	toi	221228-095833_toi_b9a_elicit_4.wav
basankwa bone musimbi omwe kawwumbu wakali zyede alimwi basimbi bobilo bapati ba caalama 	16	9006	Female	toi	221228-095833_toi_b9a_elicit_31.wav
